Tahun,Komoditi,Unit Kuantiti,Kuantiti Eksport,Nilai Eksport,Kuantiti Import,Nilai Import
2021,"Lain-lain susu, krim dan produk susu", Tan Metrik,134086.18,975870612,319812.33,3541135571
2021,"Mentega,Lain-lain Minyak dan lemak dari tenusu", Tan Metrik,3248.44,81144603,20807.47,477833688
2021,Keju dan dadih, Tan Metrik,1102.39,33958929,35832.74,734772024
2021,Telur unggas, Tan Metrik,114069.07,617272990,1818.58,26832755
2021,Ikan hidup, Tan Metrik,2523.67,35495733,388.79,9012903
2021,Ikan segar, Tan Metrik,141788.32,772254320,309906.56,2658009065
2021,Ikan kering, Tan Metrik,5203.64,51482185,27907.48,223294353
2021,Krustasea dan moluska, Tan Metrik,115223.74,1885686382,123807.88,1571335256
2021,"Sediaan ikan, krustasea dan moluska", Tan Metrik,49031.22,824138353,56880.18,738860063
2021,"Lain-lain produk ikan, krustasea dan moluska", Tan Metrik,23841.52,122318122,40129.38,178727750
2021,Beras, Tan Metrik,96259.69,161291305,1153654,2382747827
2021,Tepung beras, Tan Metrik,33.68,234721,5736.89,22958548
2021,Gandum dan meslin, Tan Metrik,512,900670,1318065.42,1769310995
2021,Tepung Gandum dan tepung meslin, Tan Metrik,61416.62,120353123,278678.41,457511040
2021,Malt, Tan Metrik,1691.35,14433101,37624.15,103261001
2021,Biskut, Tan Metrik,24922.22,295830318,16677.54,194613866
2021,Keluaran roti, Tan Metrik,134265.59,1572397310,22134.99,195619548
2021,Bijirin bersalut koko, Tan Metrik,26600.79,221392957,9816.85,113325057
2021,Roll flake grains of maize, Tan Metrik,8835.59,13350466,1999816.83,2606116594
2021,Other worked grains of maize, Tan Metrik,539.27,1192033,3625.56,5221770
2021,Bijirin lain, Tan Metrik,130769.6,1465143715,174834.16,957545042
2021,Bayam, Tan Metrik,9910.02,19742295,1367.23,15730415
2021,Cendawan, Tan Metrik,6833.58,66463527,36774.12,264023684
2021,Cili , Tan Metrik,6980.27,32169658,76934.69,173693072
2021,Halia, Tan Metrik,657.71,6030686,51738.2,192708413
2021,Jagung manis, Tan Metrik,11628.44,40184882,13414.71,49266680
2021,Kacang bendi, Tan Metrik,3255.47,7405128,630.66,694900
2021,Kacang buncis, Tan Metrik,3840.85,18402113,556.56,1647858
2021,Kacang panjang, Tan Metrik,6239.07,13305479,1129.5,1119293
2021,Kobis, Tan Metrik,3546.97,7950254,139035.69,235490503
2021,Salad, Tan Metrik,12919.87,71909237,7644.36,18510776
2021,Sawi, Tan Metrik,6345.21,12819076,11051.56,15615412
2021,Sayuran campuran, Tan Metrik,36110.97,91300128,51458.97,161663268
2021,Terung, Tan Metrik,7690.47,23286906,3945.83,4296806
2021,Timun, Tan Metrik,22644.65,46379014,12523.17,10412836
2021,Tomato, Tan Metrik,37062.09,109269052,23322.06,81610645
2021,Ubi kayu, Tan Metrik,880.92,1014984,811.53,2366418
2021,Ubi keledek, Tan Metrik,2282.28,4159249,17299.71,44948829
2021,Bawang, Tan Metrik,16600.32,30967386,484853.97,857943152
2021,Bawang putih, Tan Metrik,13224.93,35071544,138817.23,627124227
2021,"Bunga kobis,brokoli", Tan Metrik,2397.15,7313198,59917.66,348766426
2021,Kekacang, Tan Metrik,15621.93,42990133,110458.03,403171816
2021,Lobak merah, Tan Metrik,6563.96,10085282,84916.65,205025279
2021,Ubi kentang , Tan Metrik,13201.79,102076096,367299.28,1102439165
2021,Sayur-sayuran lain, Tan Metrik,93090.15,309847054,162926.2,616222407
2021,Pisang, Tan Metrik,32084.92,41410925,23701.34,50252915
2021,Nanas, Tan Metrik,21535.81,41861411,3487.76,13975486
2021,Kelapa, Tan Metrik,25901.55,82692876,268624.75,325157414
2021,Tembikai, Tan Metrik,43067.91,63584767,6868.63,31016027
2021,Betik, Tan Metrik,19786.76,25969978,311.5,540421
2021,Jambu batu, Tan Metrik,3463.11,8907916,3197.05,5469764
2021,Mangga, Tan Metrik,6655.99,15726105,69646.32,113434144
2021,Manggis, Tan Metrik,2205.48,7167395,3970.68,7741615
2021,Rambutan, Tan Metrik,1798.9,3067984,2126.41,3376317
2021,Durian, Tan Metrik,24684.08,121902294,6727.69,17449831
2021,Belimbing, Tan Metrik,1131.08,18406677,0.44,3627
2021,Nangka dan cempedak, Tan Metrik,7260.31,18513784,768.48,1196963
2021,Langsat, Tan Metrik,2363.35,5023462,1042.82,1657181
2021,Mata kucing dan longan, Tan Metrik,210.92,987553,56959.23,148694323
2021,Ciku, Tan Metrik,206.28,648775,163.43,868534
2021,Avocado, Tan Metrik,230.42,821807,4559.57,61026744
2021,"Naga ,Pitaya", Tan Metrik,4984.23,15853082,2351.04,11388248
2021,Asam jawa, Tan Metrik,942.41,5311128,11345.98,36211933
2021,Buah-buahan diawet, Tan Metrik,39263.6,1292058678,65379.93,657144158
2021,Jus buah-buahan dan sayur-sayuran, Tan Metrik,26436.54,121575660,22789.42,163072550
2021,Buah-buah tropika lain, Tan Metrik,108.29,2269147,3053.72,55432249
2021,Epal, Tan Metrik,2273.75,10010576,106256.45,502367934
2021,Oren, Tan Metrik,5320.05,14035909,107451.82,418606609
2021,Limau mandarin, Tan Metrik,2747.72,5764075,74469.17,297218511
2021,"Pir, pear ", Tan Metrik,642.95,2810552,36820.42,160772757
2021,Anggur, Tan Metrik,828.08,6242393,49560.3,471824811
2021,Kurma, Tan Metrik,4717.91,20920374,26191.03,268006823
2021,Kacang, Tan Metrik,2136.22,23507812,16732.52,357032281
2021,Buah-buah lain, Tan Metrik,14070.81,51601642,74921.35,544569353
2021,Gula tebu dan gula ubi, Tan Metrik,285996.47,632739960,2117821.38,3868310049
2021,Madu, Tan Metrik,212.14,5090898,4165.73,63318256
2021,Laktos, Tan Metrik,65.77,472754,6236.81,36664652
2021,Molass, Tan Metrik,5982.51,5552641,22000.43,48190330
2021,"Glukos,fruktos,maltos", Tan Metrik,3442.15,11960602,75946.31,195684577
2021,Sediaan gula, Tan Metrik,2355.21,36886337,7315.14,66954450
2021,Hasil gula lain, Tan Metrik,130038.49,638715109,54338.08,353049101
2021,Kopi dan penggantinya, Tan Metrik,115997.54,2131202924,126934.2,1531078766
2021,Teh, Tan Metrik,8867.94,202497102,28602.42,388921191
2021,Koko, Tan Metrik,420430.92,5697847776,532730.52,5581891206
2021,Coklat dan sediaan koko, Tan Metrik,79837.29,1174262848,30963.96,665690687
2021,Ketumbar, Tan Metrik,593.92,4306377,15160.08,81357649
2021,Jintan, Tan Metrik,78.57,1320410,4293.68,38471700
2021,"Lada hitam, putih dan hijau", Tan Metrik,7411.63,153703797,3954.02,62034008
2021,Cili kering, Tan Metrik,2120.44,19375603,49982.86,509955177
2021,Kunyit, Tan Metrik,906.81,3642342,8727.82,50695795
2021,"Lain kopi, koko, teh, rempah", Tan Metrik,11396.37,213974422,29139.94,614826692
2021,Jagung Tidak termasuk jagung manis, Tan Metrik,2629,2870513,1788807.08,2387381094
2021,Hampas kacang soya, Tan Metrik,84202.82,209062912,1248685.93,2606792674
2021,Hampas gandum, Tan Metrik,6435.2,6415541,93168.54,128283655
2021,Hampas kacang tanah, Tan Metrik,46.08,302527,5.3,64630
2021,Hampas rapeseed, Tan Metrik,390.6,730180,8324.08,10894817
2021,Hampas kelapa dan kopra, Tan Metrik,2190.77,3581896,1283.36,3991007
2021,Hampas daging, Tan Metrik,4261,13861377,120649.13,363703404
2021,Hampas isirung kelapa sawit, Tan Metrik,2246330.06,1394974913,31631.04,58717575
2021,Makanan ternakan lain, Tan Metrik,423495.7,1251710441,484804.07,2203483113
2021,Marjerin dan Lemak, Tan Metrik,360937.73,2264631094,16076.27,112985199
2021,Makanan bayi, Tan Metrik,12863.6,185446907,47916.9,226074155
2021,Sos, Tan Metrik,78614.02,810968445,77921.69,668763945
2021,Sup, Tan Metrik,3747.64,38232407,1356.25,15184501
2021,"Mi,mihun,pasta", Tan Metrik,2454.95,21952596,27581.29,161643066
2021,Makanan tambahan, Tan Metrik,9391.42,409658759,65517.75,1827965623
2021,Yis, Tan Metrik,10362.84,30778883,14245.23,88203087
2021,Susu isian, Tan Metrik,369167.81,1712734255,13918.46,193604574
2021,Sarang burung, Tan Metrik,478.23,1112852421,0.36,654495
2021,Lain-lain makanan lain, Tan Metrik,408149.49,3903995334,304096.28,4518970273
